Name,periods,buses,lines,conductors,subs_hv,subs_mv,SetUnion_OrderedSet,Value
subs_hv_Q,8.0,,,,0.0,,,0.03951757139149734
subs_hv_Q,8.0,,,,1.0,,,0.0
subs_hv_Q,9.0,,,,0.0,,,0.03853260050395844
subs_hv_Q,9.0,,,,1.0,,,0.0
subs_hv_Q,10.0,,,,0.0,,,0.04169299823831092
subs_hv_Q,10.0,,,,1.0,,,0.0
subs_hv_Q,11.0,,,,0.0,,,0.03636910344753689
subs_hv_Q,11.0,,,,1.0,,,0.0
subs_hv_Q,12.0,,,,0.0,,,0.04126588765266537
subs_hv_Q,12.0,,,,1.0,,,0.0
subs_hv_Q,13.0,,,,0.0,,,0.038932346832844536
subs_hv_Q,13.0,,,,1.0,,,0.0
subs_hv_Q,14.0,,,,0.0,,,0.03986995001392523
subs_hv_Q,14.0,,,,1.0,,,0.0
subs_hv_Q,15.0,,,,0.0,,,0.04139348710823447
subs_hv_Q,15.0,,,,1.0,,,0.0
subs_hv_Q,16.0,,,,0.0,,,0.04335689044300807
subs_hv_Q,16.0,,,,1.0,,,0.0
subs_hv_Q,17.0,,,,0.0,,,0.04138030071379029
subs_hv_Q,17.0,,,,1.0,,,0.0
subs_hv_Q,18.0,,,,0.0,,,0.039118675058835664
subs_hv_Q,18.0,,,,1.0,,,0.0
subs_hv_Q,19.0,,,,0.0,,,0.040016438331294986
subs_hv_Q,19.0,,,,1.0,,,0.0
subs_hv_Q,20.0,,,,0.0,,,0.04335872328221009
subs_hv_Q,20.0,,,,1.0,,,0.0
subs_hv_Q,21.0,,,,0.0,,,0.04126332878796081
subs_hv_Q,21.0,,,,1.0,,,0.0
subs_hv_Q,22.0,,,,0.0,,,0.042247748832419295
subs_hv_Q,22.0,,,,1.0,,,0.0
subs_hv_Q,23.0,,,,0.0,,,0.03861618361251996
subs_hv_Q,23.0,,,,1.0,,,0.0
subs_hv_Q,24.0,,,,0.0,,,0.04517118842462773
subs_hv_Q,24.0,,,,1.0,,,0.0
subs_hv_Q,25.0,,,,0.0,,,0.03729459549948203
subs_hv_Q,25.0,,,,1.0,,,0.0
subs_hv_Q,26.0,,,,0.0,,,0.03858944557953451
